5.00454	-5.90206
-6.54307	0.594993
-4.89663	-8.40605
0.915876	-3.83578
0.630931	-2.96221
-2.90621	3.32464
-1.42577	1.01686
-5.23912	1.2256
1.78842	-0.907021
-1.32197	-0.338596
-4.91212	-11.0126
-11.6276	-10.8382
-13.2897	-9.60231
-9.95608	-8.95035
-6.83183	-2.03059
-4.57998	-4.97336
-6.88652	3.20537
7.90566	-3.14068
-4.30373	-11.1536
-6.78006	-3.76486
-2.2446	-0.603652
-2.36029	1.2922
2.24056	-2.25245
-0.99483	-9.26588
-9.51015	-16.2153
-16.1687	-2.52203
-1.72961	-1.60564
-4.24005	-7.69722
-12.0074	-12.1316
-11.8653	-8.87781
-10.5744	6.9249
7.54336	-8.74927
-8.7852	0.630339
1.33082	-3.36438
-0.968831	-5.44961
-7.66918	8.69021
11.9944	-7.91248
-10.6321	-17.536
-17.8482	-10.7782
-9.2982	-10.8405
-11.917	-5.30715
-10.5192	-7.34773
-4.62653	5.34637
0.392268	1.04807
4.46212	-2.37448
-4.25886	0.310204
-0.935087	0.372348
5.19364	2.31011
-6.59227	-2.23407
-0.856754	-22.3413
-22.151	-12.8985
-17.8034	-7.47445
2.79843	-1.69772
-6.77557	-7.8443
-6.12408	-11.3759
-11.8583	-5.92518
-8.16052	1.24215
2.74091	4.69267
-1.83453	-1.48213
-8.46281	-1.29094
-0.562735	-7.23218
-4.99274	-5.54898
-5.14023	-10.4116
-12.4565	-12.9123
-15.5553	-0.0674896
-1.41782	-4.82673
-8.69433	-7.59591
-14.4343	-8.82038
-9.53393	-3.6462
3.88575	0.343701
-3.94724	2.72328
0.553325	4.09629
-1.75471	-9.95158
-2.05583	-1.76624
-0.387609	-1.89385
-3.78453	-14.865
-14.7919	4.87205
5.01248	0.776525
1.96084	-22.7257
-23.5273	-8.7631
-11.8793	-4.21466
-4.30376	-6.97327
-2.24126	3.99589
6.72358	3.24511
0.98911	-10.8701
-7.31922	-2.49901
2.62536	-4.96459
-8.89991	0.244983
2.64143	-8.00469
-7.99503	-19.7932
-18.7049	-4.94657
-3.07559	-5.90909
-3.07594	-2.45959
5.21739	-0.613779
-8.26123	0.45637
0.717582	0.893606
-2.32559	-4.5322
-0.694373	-6.72381
-5.91707	-4.1459
-0.0195718	1.08124
-3.41373	-3.3302
-2.57871	-3.89835
-1.6511	-14.7662
-19.9993	-2.28973
9.10923	2.3564
-3.70026	-12.505
-3.15749	-9.59218
-3.72895	-11.3231
-10.8962	-3.53617
-0.372744	-0.300067
-0.987372	0.755033
